#Frame      Dih_00001    Dih_00002
     116    -165.4228     -34.4015
     117    -155.8351     -25.0718
     118     171.0880     -50.1979
     119     166.1245    -162.2066
     120    -159.8692     -32.2537
     121    -156.6192     -45.4430
     122    -165.5962     -40.0944
     123    -172.8131     -41.8045
     124     170.4170    -147.8863
     125    -150.9167     -42.1541
     126    -171.5548     -45.3621
     127     125.0872    -148.3156
     128     174.5051      15.0341
     129    -177.2203     -41.6286
     130     154.8204     -88.9307
     131     165.7991    -132.6695
     132     176.8892    -136.9555
     133     173.9038     -80.0002
     134    -164.0473     -48.1780
     135     174.8001    -121.7564
     136    -146.7461     -61.9694
     137     173.8201     -60.8192
     138     158.9679    -148.1082
     139     148.3489     -42.6609
     140     179.8289     -44.2885
     141     158.7755    -122.1524
     142     166.4828    -138.4891
     143     171.7845     -49.9641
     144     178.3559     -80.1202
     145    -168.5562     -36.7791
     146    -164.1166     -60.2406
     147    -167.9027     -63.8724
     148    -176.2910     -69.5904
     149     170.7085     -60.1447
     150    -168.7221     -43.9386
     151    -176.5344     -56.2037
     152     166.4446    -162.9942
     153     147.6905    -143.6225
     154    -170.0481     -55.6123
     155     176.5288    -152.2776
     156     163.1557      66.5950
     157    -172.9065     -40.8498
     158     176.4013     -52.3506
     159     163.7826     -37.9939
     160    -170.5253     -45.2802
     161    -166.3903     -39.4196
     162    -160.5380     -37.5449
     163    -171.1847     -38.1669
     164     166.7366     -48.5874
     165     159.1940    -165.4280
     166    -176.4158     -60.5865
     167    -170.1503     -47.3042
     168    -167.2745     -33.9381
     169     163.8034    -129.5025
     170    -172.0051     -64.8094
     171    -172.9969     -51.2486
     172     129.3388    -170.5069
     173    -178.0370      22.7083
     174    -177.4000     -49.9314
     175    -176.2243     -61.8282
     176    -162.5615     163.6366
     177     174.1789     -92.3435
     178    -170.4920     -47.6006
     179     150.7695     -63.9053
     180    -165.4395     -51.3638
     181    -171.4185     -60.6368
     182    -164.2965     -54.6431
     183    -170.8636     -31.0354
     184     142.0170     -75.1176
     185    -162.8104     -44.3171
     186    -163.2790     -41.2607
     187    -162.2655     -54.6221
     188     167.5268     -66.6890
     189    -173.7915     -61.6744
     190    -152.3467     -51.2853
     191     161.6226    -111.5903
     192    -165.2936     -33.8601
     193     172.6841     -47.6819
     194    -164.2579     -35.0159
     195     159.5760    -158.8597
     196     165.4816     -88.1648
     197    -170.2379     -21.3400
     198    -163.3263     -32.2014
     199    -170.9353     -26.4608
     200    -166.8515     -47.8740
     201    -156.9002     -37.3897
     202    -169.4801     -50.1104
     203     175.5696     -68.6208
     204    -173.2390     -84.1541
     205    -164.4216     -59.2542
     206     157.5651     -73.0531
     207    -156.4219     -34.7748
     208    -176.0332     -32.0238
     209     164.4144    -117.8452
     210     161.7162    -148.3549
     211     144.1077    -119.5217
     212     160.9291     -94.5912
     213    -167.4888     -49.9844
     214     178.5118     -63.9546
     215    -159.6137     -44.7663
     216    -179.7074     -63.4459
     217    -171.0176     -54.6541
     218    -174.6065     -37.9339
     219     177.2596     -39.0663
     220    -169.3858     -40.9199
     221    -160.3248     -46.5880
     222     176.8193     -57.0357
     223     178.0069     -52.4910
     224     168.5821     -57.3980
     225    -154.0598     -52.1429
     226     163.3256     -52.3556
     227    -164.0180     -48.5706
     228    -162.3606     -55.1721
     229    -155.4137     -34.4803
     230     154.3596      36.2521
     231    -178.0718     -54.6565
     232    -164.4606     -47.7626
     233    -178.8791     -87.8713
     234     163.2482     -64.6450
     235    -173.2496     -52.0611
     236     165.3609    -141.6198
     237    -174.1258     -45.7835
     238    -168.5676     -40.9853
     239     156.9959    -148.8090
     240    -169.3392     -41.9225
     241     159.4982    -166.2480
     242    -175.3761     -42.8238
     243    -163.1265     -29.1154
     244    -169.2277     -55.5362
     245    -178.9558     -23.2744
     246     179.5441     -80.5358
     247    -171.2387     -57.9150
     248    -175.6811       4.5634
     249     155.4983      32.2277
     250     170.6395     -78.5811
     251     148.8562     -80.1247
     252     158.9842    -138.7284
     253    -166.1014     -35.5778
     254     179.8100     -58.1542
     255    -164.9035     -54.7159
     256     179.3781     -48.1589
     257    -161.7825     -37.1688
     258     150.1774     -65.2518
     259     167.3957     -85.8682
     260    -159.8319     -45.6782
     261     168.2367     -71.6079
     262     179.7852     -54.5020
     263    -168.9083     -20.0792
     264    -165.3140     -68.9462
     265    -178.9440     -52.0358
     266    -157.3459     -38.3084
     267     148.0393    -141.6751
     268    -162.2241     -48.9154
     269    -171.1230     -57.9090
     270     167.0461     -90.8763
     271    -176.3270     -33.5317
     272    -179.0318     -49.6386
     273     165.7867    -169.3750
     274    -172.7425     -33.6277
     275    -160.4124     -50.3341
     276     169.3425    -143.0256
     277     151.5594    -160.1572
     278     145.4733    -175.6816
     279     176.5849     -24.7538
     280     151.6411    -151.4688
     281    -171.5154     -66.5456
     282     171.6418      58.4282
     283    -175.5591     -66.2786
     284     176.3014     -19.9430
     285    -162.7967     -46.2413
     286    -177.7800    -102.8444
     287     166.0331     -84.6519
     288    -164.7973     -39.9432
     289    -173.3121     -43.7945
     290    -161.3725     -42.5592
     291    -177.1676     -23.2007
     292     150.8551     -71.4793
     293     178.8737     -58.3982
     294     172.3627     -88.6057
     295    -169.7901     -45.8172
     296     178.3316     -85.9914
     297     149.3339    -119.8107
     298    -163.5841     -51.1393
     299     177.3512     -36.7319
     300    -153.8992     -35.8373
     301     166.6664     -80.6958
     302    -172.1734     -17.9466
     303    -148.6788     -23.3896
     304    -157.8707     -48.3183
     305    -167.3939     -53.1269
     306    -163.8453     -42.7697
     307    -166.2326     -27.1399
     308     179.3753     -58.8442
     309    -175.6965     -61.9736
     310     176.8490     -54.1271
     311     165.5638    -141.3617
     312     163.4164    -160.4587
     313    -176.7397     -71.3425
     314     179.8749     -46.4529
     315     177.9768     -85.7349
     316    -165.2810     -57.3860
     317    -157.3228     -50.9784
     318     172.1232     -80.8927
     319    -161.0876     -44.6863
     320     157.8927    -148.6468
     321    -179.7439     -49.6694
     322     150.9378    -104.9841
     323     177.4903     -46.0764
     324    -163.6007     -49.1720
     325    -178.3503     -43.7772
     326     152.8164    -177.0371
     327    -156.2111     -44.6403
     328     157.0115      68.1154
     329     169.4072    -119.3821
     330    -159.3267     -36.5930
     331     152.7632      72.7514
     332    -162.6100     -66.8607
     333     176.6776     -46.3936
     334     146.4230    -149.3731
     335     166.8864     -79.5687
     336    -157.3486     -52.2805
     337     178.9873     -42.6891
     338    -173.4368     -66.5536
     339    -174.6046     -36.0636
     340    -166.6904     -54.7671
     341    -179.5550     -39.0723
     342     178.2880     -46.2506
     343    -158.7548     -59.9176
     344     176.8794     -29.9720
     345    -163.8355     -47.7555
     346    -164.3952     -33.9650
     347    -160.6575     -40.2273
     348     151.5199     -96.9435
     349     138.5438    -161.5026
     350     147.9876    -156.9315
     351     156.6827    -112.9908
     352     164.3250     -87.2877
     353     164.6138    -139.5672
     354    -153.4693     -48.1109
     355     168.2600    -138.0032
     356    -163.1157     -38.4595
     357    -170.2030     -65.4751
     358     179.5830     -93.0021
     359     178.5681     -60.8668
     360    -176.5417     -52.8978
     361    -174.2935     -35.8820
     362    -159.8505     -66.3965
     363    -175.5233     -60.0429
     364     175.6773     -47.8295
     365     179.3127     -84.8425
     366    -164.9646     -35.3925
     367    -169.4681     -32.3623
     368    -179.4329     -31.4230
     369     175.9348    -110.4246
     370    -169.1727     -48.0128
     371    -176.3691     -51.5881
     372     177.4493     -30.2760
     373    -167.3667     -53.9352
     374     170.2883    -114.2617
     375     148.4194    -141.9115
     376    -178.6212     -38.4615
     377     172.6651     -59.9571
     378     154.0798    -156.3363
     379     148.3020    -140.4856
     380     166.7303    -166.2574
     381    -162.8327     -34.4994
     382    -177.3093     -57.7636
     383     170.2919    -148.4307
     384     164.7549     -93.7411
     385    -175.6243     -30.0405
     386    -158.5930     -41.7056
     387    -175.1362     -41.0184
     388     174.7023     -43.8193
     389    -177.0896     -65.9709
     390     176.2200    -141.7289
     391     156.2106    -145.7668
     392     143.7231     -77.3675
     393     160.8857    -153.2940
     394    -173.3219     -44.3551
     395    -165.8293     -48.4297
     396    -159.9458     -45.7385
     397    -162.4373     -53.9278
     398     174.3148     -91.9175
     399    -161.9489     -32.6058
     400    -154.5367     -46.2272
     401    -162.4248     -32.8191
     402     166.1900      64.0547
     403    -160.5795     -50.5347
     404    -164.7576     -28.1726
     405    -179.2434     -23.0466
     406    -176.3518     -44.1057
     407    -178.3414     -47.3429
     408     166.8618    -106.0935
     409    -156.2823     -53.6788
     410     160.8417    -160.4421
     411    -170.3565     -40.4779
     412    -163.7662     -49.4557
     413    -179.7983    -127.3490
     414    -176.0373     -65.8546
     415     173.8956     -48.2231
     416    -178.4918     -74.1397
     417     169.7633      53.6446
     418    -164.6982     -55.1461
     419     176.7989     -47.6440
     420     160.5887    -155.5973
     421     178.6426     -46.4929
     422    -157.2592     -24.2722
     423     175.1532     -68.6321
     424    -174.8917     -69.9184
     425     147.7719    -159.7608
     426    -161.5338     -55.5549
     427     149.2656    -155.3854
     428     162.2111     -78.5088
     429     160.3014     -85.8997
     430    -168.7011     -38.4324
     431    -159.0530     -62.5995
     432    -159.4456     -38.9413
     433     172.5493     -42.0870
     434     156.0018    -120.8218
     435    -165.1200     -22.5018
     436    -172.5872     -48.6627
     437    -152.4643     -35.8672
     438     158.6612    -160.2735
     439    -155.1333     -50.5806
     440     168.0418    -149.2055
     441     172.3727     -42.4122
     442    -153.7421     -36.5089
     443    -173.5125     -39.0459
     444    -171.8431     -72.0326
     445     171.3077     -84.5076
     446     178.2307     -83.6574
     447    -179.1794     -51.3684
     448    -173.0694     -31.1843
     449    -171.4503     -21.8625
     450     165.5013     -97.9554
     451     179.0141    -123.6243
     452    -170.8587     -42.5115
     453    -159.2959     -41.6929
     454     170.6362     -81.4921
     455    -165.2759     -36.8823
     456     177.9290     -46.2011
     457     168.4131     -54.3278
     458    -158.2786     -24.2522
     459    -178.5484     -71.3839
     460    -174.2916     -56.3355
     461    -178.0870     -41.6962
     462    -153.5468     -27.9516
     463     147.8306    -135.1337
     464    -160.3299     -15.5511
     465    -168.3706     -58.7715
     466     166.7708       8.1891
     467    -163.7309     -47.3685
     468     173.7685     -74.7674
     469    -154.0790     -44.4003
     470    -164.0990     -44.7497
     471     177.5774     -33.8343
     472    -178.3804     -66.3932
     473    -176.3687     -40.0750
     474    -158.8611     -51.6000
     475    -172.2468     -56.6955
     476    -172.7820     -54.1297
     477    -175.1346     -30.3364
     478    -171.6849     -41.6828
     479    -168.1539     -54.8860
     480    -167.3208     -64.6783
     481    -168.1421     -52.4177
     482     169.8879     -56.7835
     483     171.8679     -40.3683
     484    -163.9117     -59.7494
     485     167.7427    -156.8644
     486     179.3543     -96.7887
     487     171.1426     -36.6817
     488    -161.8909     -41.3535
     489     177.4957     -86.1465
     490     178.7461     -39.0419
     491    -162.6055     -37.3210
     492    -167.2160     -46.4716
     493    -154.7242     -49.8300
     494     171.5436     -64.7074
     495    -177.1461     -59.2037
     496     157.4395      49.4056
     497     172.2836    -160.2748
     498    -149.4531     -50.1341
     499    -171.6461     -50.3835
     500     144.1218    -120.4288
     501     146.6855      47.8749
     502    -167.1301     -56.1713
     503     171.4160     -77.8952
     504    -168.6926     -47.3357
     505     158.4227    -129.9503
     506     169.3817     -47.6362
     507    -160.5410     -14.5103
     508     179.4614     -56.1744
     509     168.5075     -76.7477
     510    -165.4397     -19.3675
     511    -146.0314     -31.6179
     512    -157.7046     -43.8592
     513     168.7108      63.8600
     514    -163.6149     -53.2482
     515     169.2681     -51.9335
     516    -155.3147     -29.2045
     517     159.5958     -67.5757
     518    -168.9617     -33.9539
     519    -154.5285     -58.6053
     520     156.4424    -142.9436
     521     136.2658    -163.3605
     522    -166.3712     -41.6075
     523    -164.0776     -41.5865
     524    -167.2070     -43.7026
     525     163.1457     177.2729
     526    -172.5461     -49.3363
     527     175.1100     -48.6920
     528    -163.2082     -57.1607
     529     158.9131    -169.2973
     530     168.6974    -139.6220
     531     149.7206      79.5042
     532    -162.1031     -40.0517
     533    -169.9071     -33.7292
     534     179.0262     -51.4713
     535    -172.5692     -46.6354
     536     158.5885     -67.9169
     537    -174.5012     -28.6875
     538    -161.8837     -31.3396
     539     175.0764     -93.9967
     540     161.8197      60.8279
     541     164.2686     -76.1933
     542     146.9402      45.5803
     543    -176.9143     -92.6236
     544    -159.3557     -48.5835
     545     147.4124    -160.1858
     546    -161.3702     -32.3264
     547    -161.0088     -37.0398
     548     161.7384    -124.4424
     549    -170.9351     -63.0244
     550     163.1224    -138.7090
     551    -159.6717     -16.7167
     552     168.7192    -131.5694
     553    -179.0063     -24.5211
     554     152.2982      72.9643
     555     153.3270    -124.8930
     556    -161.4354     -48.9906
     557     176.3805     -46.6738
     558    -167.5613     -71.3472
     559     178.4619     -44.7235
     560    -159.8119     -33.2651
     561    -171.5472     -28.9257
     562    -167.8857     -51.6067
     563     154.7476      41.1728
     564     170.3436    -126.4195
     565    -165.8242     -34.9496
     566    -154.7983     -51.1678
     567     173.2794     -76.9341
     568     175.9578     -53.3835
     569    -167.4426     -31.8221
     570     178.4495     -96.8846
     571     177.7786     -70.4777
     572     174.3355     -72.5057
     573    -171.3606     -46.3969
     574     159.4890    -150.5909
     575     157.0869    -150.0776
     576     170.6857     -98.2979
     577     144.3309    -127.9823
     578    -167.6916     -30.6979
     579    -169.9632     -65.1464
     580    -166.7471     -64.3707
     581    -155.9449     -23.6406
     582    -160.2746     -19.0056
     583    -164.5548     -12.8313
     584     164.2029    -115.1900
     585    -162.1050     -63.7624
     586    -173.4717     -45.6867
     587    -151.3355     -50.0659
     588    -150.0157     -42.2819
     589     160.6871    -156.0329
     590     164.3082      46.6482
     591    -176.1538     -48.3067
     592    -173.1498     -52.8599
     593    -153.9005     -31.0476
     594     165.2180    -151.7795
     595     168.6159    -138.8607
     596    -167.6504     -51.2658
     597     176.9187     -59.6532
     598    -179.8849     -42.2778
     599    -167.4421     -51.8563
     600    -175.2113     -61.2757
     601     165.8856      54.9512
     602     174.0016     -88.1163
     603    -148.0851     -32.9568
     604    -170.9770     -53.0976
     605    -167.6092     -33.9341
     606     153.4930    -105.7885
     607    -142.5687     -24.8387
     608    -172.4989     -31.7431
     609     169.3936    -107.8386
     610     179.4471     -37.8768
     611     172.5408     -98.4285
     612    -173.4007     -38.8433
     613    -164.8872     -47.1295
     614     157.1361    -166.7359
     615    -169.6907     -33.5631
     616     158.5073    -162.5133
     617     164.2093    -145.2977
     618    -149.6888     -40.9213
     619    -173.6735     -37.9618
     620    -170.4020     -66.8195
     621    -173.7649     -43.0712
     622    -165.9888     -41.5996
     623     167.5615     -92.0176
     624    -145.4017     -29.5472
     625     162.7138    -166.4234
     626    -158.1496     -39.2055
     627     178.1440     -35.9075
     628     179.8924     -51.0160
     629     169.2421    -115.6346
     630    -171.2271     -56.7275
     631    -168.3896     -30.5900
     632     162.2578      51.2045
     633    -167.7893     -66.3972
     634    -170.5338     -38.4188
     635    -164.3771     -54.1480
     636    -170.1492     -57.8934
     637     155.1777    -157.8568
     638     176.4712     -46.0447
     639    -171.3433     -53.4727
     640     178.0074     -89.3574
     641     179.7257     -32.8000
     642    -178.1543     -74.4811
     643    -167.4408     -53.7230
     644    -177.4504     -67.1080
     645     177.2283     -57.5981
     646     165.4328      50.7293
     647     175.6973     -41.1322
     648     151.6004    -141.0275
     649     151.4825    -151.9726
     650     151.9074      40.2631
     651     175.7767     -47.6218
     652    -173.1204     -60.9017
     653    -157.8741     -27.0104
     654     173.2792     -27.3234
     655     178.8028     -54.2352
     656     178.0034     -44.7842
     657     162.8133     -94.7166
     658    -159.4651     -28.3269
     659     161.7155    -166.0508
     660    -178.9911     -40.6854
     661    -160.9251     -64.3275
     662    -165.7907     -44.0180
     663    -166.1720     -52.5682
     664     153.5342      61.5353
     665    -171.3079     -55.4866
     666    -169.7790     -41.2703
     667     159.8523    -159.6171
     668     159.8413      45.9064
     669    -173.2727     -50.3947
     670     151.8098      57.6044
     671    -166.9692     -41.3239
     672     172.8452     -61.4717
     673     167.7701     -30.4577
     674     149.5930    -131.5594
     675     151.3399    -102.0023
     676     152.7907    -127.4434
     677    -165.4227     -33.7187
     678    -168.0108     -47.4260
     679     160.9873    -149.2335
     680    -168.1754     -48.9518
     681    -175.2053     -66.3307
     682     165.0508      42.9305
     683    -164.1320     -35.7628
     684     163.5410    -146.4659
     685    -174.9943     -63.4520
     686     166.7904    -163.1047
     687    -153.6157     -45.7416
     688    -179.9022     -49.7417
     689     179.0898     -43.7180
     690     170.9309     -69.7184
     691     166.0470    -115.1780
     692    -178.6431     -99.8196
     693    -177.9540     -44.8220
     694     163.7754     -86.0072
     695     169.5242      56.8540
     696    -169.2005     -34.3903
     697     146.3536    -147.1720
     698     172.7725     -32.8470
     699    -163.7000     -49.8566
     700    -175.6079     -59.1256
     701    -170.8890     -32.6025
     702     161.4711    -128.0418
     703     156.0372    -117.5062
     704     152.4899    -140.2107
     705    -167.7251     -40.2472
     706    -168.5504     -41.9371
     707    -169.7590     -40.7541
     708    -162.5186     -33.4784
     709    -175.0500     -33.5987
     710     167.5622    -165.7822
     711    -160.2619     -49.9130
     712    -172.0148     -71.9887
     713    -161.6210     -37.1140
     714    -172.4875    -100.8678
     715    -179.5763     -94.6147
     716    -168.1612     -58.6007
     717    -178.7195     -91.9619
     718    -164.8034     -50.1883
     719     178.7265     -52.7301
     720     170.3871     -83.9884
     721    -173.0258     -54.3967
     722    -177.0406     -46.1841
     723     171.5238     -75.8325
     724    -174.2224     -45.7740
     725     170.6857     -98.2979
     726     177.9036     -42.9749
     727     167.7699     -88.2956
     728    -175.6634     -44.0868
     729     149.2177    -152.8358
     730     170.9067    -102.2764
     731    -160.2112     -46.5837
     732     170.8405     -87.3064
     733     164.7569     -97.3002
     734     157.6651    -163.6115
     735    -172.2225     -95.1575
     736     172.9483     -39.2876
     737     174.4523     -90.4368
     738    -170.5146    -104.1734
     739     176.4178     -66.5687
     740     146.3691    -139.0910
     741    -141.6043     -58.2490
     742    -166.8967     -55.0558
     743    -178.1690     -54.0203
     744     159.9526    -149.5141
     745    -178.0699     -65.6748
     746    -166.7282     -45.6834
     747     172.3234     -47.0876
     748    -172.7960     -66.5788
     749     174.0711     -81.1933
     750     177.0896     -55.8390
     751    -167.8126     -37.8294
     752     168.5478     -50.8450
     753     174.6563     -36.7139
     754     157.8973    -100.1706
     755     174.6469    -123.4248
     756     166.6115    -136.3140
     757     168.3616    -156.5352
     758     176.9812     -65.6121
     759     163.2067    -157.6339
     760     163.8856     -58.3177
     761     172.6555    -141.8998
     762     147.6524     -81.1355
     763     168.8269      58.5368
     764     166.8632     -95.5588
     765    -168.7561     -82.5983
     766     171.3372     -67.8150
     767    -172.2032     -42.7155
     768    -145.5581     -50.0627
     769     170.9952    -143.9888
     770     154.2293      57.8620
     771    -176.6892     -43.2912
     772    -152.2285     -55.4412
     773     165.3851    -150.7030
     774     151.7994    -137.4332
     775    -170.5532     -26.7384
     776     176.2167     -48.0992
     777    -170.7983     -31.2751
     778    -173.4111     -56.8223
     779     165.2340    -120.1345
     780     157.7871      -3.8417
     781     169.1793     -94.3179
     782    -144.9928     -35.7863
     783     178.4284     -33.7458
     784     153.8438    -107.7246
     785     176.2702     -48.5159
     786    -163.7762     -29.5645
     787    -175.1967     -50.0233
     788     178.5247     -40.8972
     789     175.7084     -34.5783
     790     166.1420    -116.7608
     791     157.6342    -118.1223
     792    -170.7728     -48.6781
     793     162.2646    -130.0733
     794    -162.3453     -30.7044
     795    -175.4463     -45.9581
     796    -169.2659     -44.8191
     797     173.8074     -59.4092
     798     167.8956     -59.7809
     799     158.2110      48.5679
     800    -164.7558     -49.1505
     801    -169.4567     -51.8448
     802    -171.4996     -41.2526
     803    -156.8151     -52.8787
     804     169.5079     -60.9777
     805     157.1657    -158.2717
     806    -154.8472     -33.3874
     807    -175.2179     -62.3894
     808     164.1923    -115.4466
     809    -170.6532     -40.2567
     810     166.2494     -70.7766
     811    -171.0812     -47.2406
     812    -171.4046     -46.7398
     813    -176.9784    -150.6207
     814     149.4849    -143.4998
     815     164.4115     -66.6847
     816     175.0905     -34.7986
     817    -179.3524     -60.2847
     818    -169.4877     -44.0878
     819     171.7873     -69.5372
     820     178.7744     -69.5979
     821    -167.5124     -44.2646
     822     152.6785    -116.0759
     823     158.2180    -129.1952
     824     171.4720     -58.1001
     825     158.5927     -84.8391
     826     157.3713    -155.4948
     827     169.7786     -24.8616
     828    -162.0261     -21.6799
     829     154.6574     -87.0656
     830    -172.1897     -52.3520
     831     165.5251    -153.5806
     832    -161.1403     -40.6426
     833     147.8655      58.3869
     834     179.4599     -47.4768
     835    -141.2637     -44.6426
     836    -171.0753     -50.5847
     837    -173.5629     -69.2380
     838     178.2778     -82.2278
     839     179.9746    -140.6275
     840    -171.8466     -57.3064
     841    -163.2325     -59.8208
     842     174.5458     -86.3990
     843    -173.8091     -46.3093
     844     162.4017    -158.9352
     845    -169.7707     -50.0487
     846     137.7202    -152.4903
     847     179.7762     -57.5303
     848     174.1896     -79.6779
     849     170.1706     -24.9353
     850     144.5246    -170.2206
     851    -176.4911     -46.6926
     852     159.8356     -55.5512
     853    -177.5790     -54.7679
     854    -168.8424     -35.4563
     855    -168.2089     -51.3409
     856    -178.2201     -92.3600
     857     166.1003     -54.8173
     858    -176.2501     -59.5229
     859    -167.4252     -42.5664
     860     175.6003     -52.5613
     861    -174.3504     -38.3505
     862     171.5113     -74.9259
     863     163.0323    -158.3723
     864    -171.2275     -19.6146
     865     167.1777    -158.5823
     866    -174.8154     -48.5275
     867     166.1509     -86.2712
     868    -169.1281     -72.1486
     869     173.6827     -41.3907
     870     179.6563     -55.4929
     871    -151.7974     -51.2746
     872     166.9403    -103.9480
     873    -159.7015     -48.7038
     874     178.2383     -51.0117
     875     155.1916    -145.8517
     876    -178.6693    -130.4333
     877     178.8788    -103.4061
     878     170.5392    -108.2139
     879    -176.3111     -48.8982
     880     155.2109    -134.3956
     881     154.0153    -169.0810
     882    -166.0779     -40.4249
     883    -166.2027     -32.8184
     884    -166.7603     -33.7499
     885    -162.7289     -19.2357
     886     146.0846    -120.0813
     887     162.6446     -73.0786
     888     171.5873     -91.1617
     889    -166.9915     -50.3077
     890    -157.7887     -36.6548
     891    -168.1082     -56.3263
     892    -177.7348     -41.5364
     893    -159.5909     -20.9766
     894    -170.0642     -29.8301
     895    -177.1238     -47.8879
     896    -169.5800     -49.8230
     897     144.0673      60.9152
     898    -160.3574     -41.4320
     899     176.3872     -96.8618
     900     167.1619    -145.1011
     901     162.5756     -81.3829
     902    -151.8009     -29.6689
     903    -175.9210     -62.6337
     904     178.8387     -73.8533
     905    -178.4521     -31.4632
     906    -178.8521     -82.8730
     907     171.4913     -95.1222
     908     143.8274    -159.4733
     909    -172.7693     -38.6242
     910     173.9410     -35.8194
     911     165.1325    -102.9224
     912    -172.9344     -30.5782
     913    -164.3688     -39.9849
     914     177.8716     -38.5570
     915    -163.4102     -46.5084
     916    -174.7713     -67.9670
     917    -167.1875     -48.0369
     918    -169.3202     -42.7086
     919     158.3651      77.9428
     920    -171.4051     -52.2348
     921     157.5274    -146.4443
     922     174.6272     -90.5649
     923     152.6000    -143.2438
     924    -176.1546     -55.9450
     925     157.6032    -101.7650
     926    -163.5365     -55.5379
     927     159.5196    -177.9780
     928    -178.7347     -41.7053
     929    -165.8687     -61.4548
     930     172.7338    -152.9912
     931     157.7488    -128.9338
     932     149.7031    -165.4617
     933     170.9835    -153.2268
     934     162.3274    -115.9232
     935     176.1398    -137.3430
     936     164.1196     -95.3329
     937     171.0532     -33.2680
     938    -165.6578     -45.6971
     939     174.5487     -55.3440
     940    -156.5725     -35.0263
     941    -164.9471     -33.1710
     942    -167.9789     -29.1268
     943     172.1537     -70.6451
     944     171.2693    -140.6524
     945     177.9596     -77.0922
     946     163.4515     -91.3584
     947    -174.2538     -56.2529
     948    -179.4617    -126.5480
     949    -160.3371     -37.5276
     950     174.3894     -43.0609
     951    -165.7877     -25.6493
     952    -171.9655     -34.4119
     953     164.6732    -124.4211
     954    -174.9851     -57.3467
     955     170.5490     -68.4969
     956    -175.6882     -37.2284
     957     163.6463    -152.7813
     958     171.1385    -149.9399
     959    -157.8231     -39.5178
     960     169.9600    -178.7916
     961    -170.4527     -34.5075
     962     164.4323    -114.0330
     963    -160.5233     -62.9056
     964    -161.7402     -37.1043
