#! FIELDS time hinge pbc cnbd @3.bias @3.force2 @3.hinge_cntr @3.hinge_work @3.hinge_kappa @3.pbc_cntr @3.pbc_work @3.pbc_kappa @3.cnbd_cntr @3.cnbd_work @3.cnbd_kappa @3.work
 0.000000 1.063572 0.190399 4.390510 0.000000 0.000000 1.063572 0.000000 0.000000 0.190399 0.000000 0.000000 4.390510 0.000000 0.000000 0.000000
 0.000000 1.063572 0.190399 4.390510 0.000000 0.000000 1.063572 0.000000 0.000000 0.190399 0.000000 0.000000 4.390510 0.000000 0.000000 0.000000
 5.000000 1.045832 0.182861 4.383750 0.728122 5096.850635 1.063554 0.231684 3500.000000 0.190396 0.245021 3500.000000 4.390473 0.012635 3500.000000 0.489340
 10.000000 1.058944 0.180897 4.389718 0.193707 1355.946296 1.063466 0.229674 3500.000000 0.190380 0.244268 3500.000000 4.390290 0.012258 3500.000000 0.486201
 15.000000 1.064917 0.180342 4.382538 0.280182 1961.275667 1.063377 0.228572 3500.000000 0.190364 0.243408 3500.000000 4.390108 0.009643 3500.000000 0.481622
 20.000000 1.062534 0.172245 4.386641 0.593415 4153.906291 1.063288 0.227310 3500.000000 0.190348 0.242478 3500.000000 4.389925 0.005021 3500.000000 0.474809
 25.000000 1.061011 0.173370 4.380340 0.666567 4665.970272 1.063200 0.224273 3500.000000 0.190332 0.241396 3500.000000 4.389742 0.000059 3500.000000 0.465727
 30.000000 1.074481 0.164334 4.382089 1.505324 10537.268992 1.063111 0.222378 3500.000000 0.190316 0.240232 3500.000000 4.389559 -0.004542 3500.000000 0.458068
 35.000000 1.069861 0.162707 4.376244 1.716044 12012.307521 1.063022 0.221537 3500.000000 0.190301 0.238990 3500.000000 4.389376 -0.009230 3500.000000 0.451296
 40.000000 1.057109 0.174996 4.381210 0.579975 4059.824946 1.062934 0.220895 3500.000000 0.190285 0.237988 3500.000000 4.389193 -0.018265 3500.000000 0.440617
 45.000000 1.065081 0.202453 4.378974 0.444793 3113.553026 1.062845 0.219512 3500.000000 0.190269 0.237708 3500.000000 4.389010 -0.021381 3500.000000 0.435839
 50.000000 1.053195 0.152768 4.380590 2.737731 19164.114554 1.062757 0.216457 3500.000000 0.190253 0.237641 3500.000000 4.388827 -0.024427 3500.000000 0.429671
 55.000000 1.063387 0.190412 4.387644 0.002706 18.944210 1.062668 0.213388 3500.000000 0.190237 0.237227 3500.000000 4.388644 -0.027290 3500.000000 0.423325
