#Frame      Dih_00001    Dih_00002
    2606     167.5146    -158.4289
    2607     160.3359     178.7685
    2608     171.7880    -175.5974
    2609     149.1042    -141.2827
    2610     159.9404    -147.4021
    2611     154.3938    -168.2080
    2612     166.2736    -152.4200
    2613     158.2208     167.0584
    2614     160.8168    -169.4008
    2615     171.5493    -164.8954
    2616     164.0713    -168.1318
    2617     171.6095     167.5825
    2618     169.3710    -154.9212
    2619     173.2601    -134.4369
    2620     128.8803    -174.8627
    2621     162.9893    -166.6274
    2622     164.5262    -164.8378
    2623     159.1243    -162.0344
    2624     174.1010    -170.1773
    2625     157.7654    -140.3165
    2626     160.8350     166.3785
    2627     173.5844    -142.7222
    2628    -177.7577    -146.4347
    2629     155.9559    -170.8848
    2630     164.1200    -168.4189
    2631     173.3985    -160.8086
    2632     150.4454     167.1329
    2633     160.8149    -156.2270
    2634     163.3561    -163.0091
    2635     170.2105    -152.2706
    2636     151.8008    -170.3901
    2637     148.7744    -168.8755
    2638     169.6570    -150.0361
    2639     165.5580    -154.5144
    2640     171.3396    -155.5204
    2641     169.7443    -140.9220
    2642     171.1533    -172.9037
    2643     164.1706    -163.4449
    2644     159.3929    -173.7700
    2645    -178.4496    -158.7587
    2646     167.0350    -172.5252
    2647     157.7148    -162.7769
    2648     167.0095    -165.0718
    2649     148.9863    -151.5470
    2650     174.1108    -173.7864
    2651     162.6731    -161.8879
    2652     160.6011    -162.3545
    2653     153.3510    -176.4604
    2654     167.3430    -142.5797
    2655     170.3612    -151.8870
    2656     177.3868    -152.2613
    2657     171.3185    -156.1403
    2658     160.0769    -171.1669
    2659     163.1658    -161.4108
    2660     168.5344    -161.5078
    2661     167.4896    -174.2428
    2662     171.6504    -164.8136
    2663     147.7274    -174.3229
    2664     174.8396    -173.1754
    2665     158.9062    -160.1934
    2666     142.6670    -173.8122
    2667     157.7121    -175.4904
    2668     175.1088    -137.4408
    2669     172.2585    -163.5334
    2670     162.2620    -175.1194
    2671     168.5147    -147.7490
    2672     158.7172    -153.5146
    2673     158.8536    -138.8123
    2674     158.9912    -136.6391
    2675     167.7228    -167.9195
    2676     171.3124    -162.5168
    2677     164.0022    -140.5091
    2678     155.0848    -153.1255
    2679     157.0449    -168.3109
    2680     160.0324    -154.3313
    2681     154.4649    -165.7044
    2682     167.0571    -150.9904
    2683     150.3320    -169.5804
    2684     165.5009    -161.3843
    2685     156.3366    -164.1445
    2686     173.1890     176.3202
    2687     144.2510     177.0451
    2688     170.4148    -158.1358
    2689     156.0036    -171.1478
    2690     159.3817    -149.5728
    2691     169.8030    -154.8307
    2692     139.5413     171.2667
    2693     173.0999    -157.8648
    2694     175.9936    -156.6480
    2695     178.2444    -165.9972
    2696    -176.8860    -127.1862
    2697     158.0338    -141.0384
    2698     178.4703     170.7153
    2699     165.4415    -160.5540
    2700     152.9475    -161.1057
    2701     164.2259    -162.9972
    2702     147.8991    -170.7428
    2703     168.8033    -153.9886
    2704     167.6516    -177.9251
    2705     164.4735    -169.8985
    2706     167.1633    -153.5249
    2707     151.4058    -158.0637
    2708     169.9617    -155.7506
    2709     170.1618    -167.9291
    2710     166.1316    -163.0601
    2711     167.9672    -171.9704
    2712     172.1031    -146.2685
    2713     163.9431    -179.8201
    2714     150.2794    -141.8262
    2715     166.6620    -171.6271
    2716     151.8675    -174.0093
    2717     165.6429    -177.1372
    2718     164.1599    -160.4122
    2719     172.0102    -148.0558
    2720     163.6546    -161.7416
    2721     163.4013    -157.3297
    2722     165.0154    -146.6982
    2723     145.6389    -143.1860
    2724     158.5321    -166.9859
    2725     171.8862    -160.1290
    2726     164.6166    -174.0468
    2727     171.6521    -165.7947
    2728     155.6521     179.3970
    2729     172.3494    -160.3748
    2730     158.8958    -170.2448
    2731    -177.3317    -166.4427
    2732     153.7570    -153.0734
    2733     169.1062    -154.5998
    2734     158.2364     177.0696
    2735     150.9668    -170.9969
    2736     179.0973    -178.9325
    2737     165.4324    -142.9374
    2738     167.4780    -174.5953
    2739     176.7945    -138.7891
    2740     162.5046    -155.0579
    2741     157.1247     167.4929
    2742     170.4331    -173.6264
    2743     152.7203    -177.5839
    2744     161.3109    -167.2290
    2745     161.8800    -163.0339
    2746     164.8749    -171.6118
    2747     151.0908    -147.5188
    2748     150.6682    -162.5603
    2749     151.6119     178.8543
    2750     163.2839    -176.1285
    2751     172.6930    -135.9438
    2752     165.0461    -164.8325
    2753     156.6068     178.0556
    2754     162.6843     168.3546
    2755     149.4958    -152.1501
    2756    -176.6002    -155.0525
    2757     154.5680    -160.7668
    2758     160.5008    -171.5639
    2759     178.8640    -156.8256
    2760     165.6225    -148.6189
    2761     162.5327    -168.0280
    2762     164.4139    -162.2967
    2763     166.6266     176.9738
    2764     141.4732    -173.8878
    2765     166.6983    -168.8352
    2766     172.4156    -170.1327
    2767     164.3689    -157.8862
    2768     163.0294    -168.3263
    2769     172.9716    -158.5354
    2770     167.3005    -157.2196
    2771     165.3436    -163.0410
    2772     159.7674    -144.0223
    2773     156.3099    -168.6509
    2774     162.1292    -150.6043
    2775     159.5234    -161.2872
    2776     168.8928    -147.4100
    2777     163.4791    -178.5632
    2778     167.5843    -173.6046
    2779     151.3889    -165.9685
    2780     161.9182    -178.1681
    2781     169.6511    -151.9512
    2782     164.4648    -155.5118
    2783     171.1999    -161.8656
    2784     156.8152    -158.0076
    2785     158.0485    -173.1959
    2786     153.5939    -158.4581
    2787     154.1339    -175.4638
    2788     171.9253    -147.1130
    2789     170.7116    -163.8264
    2790     178.3339    -176.6537
    2791     158.1211    -178.5378
    2792     159.4065    -163.4349
    2793     168.2859    -168.6521
    2794     174.9716    -174.8468
    2795     160.4262    -159.7916
    2796     157.6175    -156.3503
    2797     159.2500    -170.4528
    2798     167.9360    -169.1600
    2799     154.4972    -135.6143
    2800    -177.5285    -164.8295
    2801     156.5621    -156.3159
    2802     163.7442    -171.6482
    2803     158.8867    -160.1343
    2804     160.3899    -166.6941
    2805     161.2027    -176.1745
    2806     153.3274    -144.0148
    2807     163.1072    -165.6005
    2808     151.6987    -159.4945
    2809     153.5830    -159.3758
    2810     148.9932    -141.5964
    2811     163.9813    -152.9842
    2812     160.7257    -172.4039
    2813     164.1354    -171.5407
    2814     154.1215    -139.5159
    2815     176.1577    -166.0785
    2816     173.7882    -167.6264
    2817     166.8971    -179.3417
    2818     148.5717     179.5327
    2819     165.6410    -174.6299
    2820     159.0559    -163.1151
    2821     149.1178    -172.9887
    2822     161.4931    -162.7469
    2823     179.0835    -157.9796
    2824     152.5581    -142.5126
    2825     162.4122    -139.3983
    2826     156.3920    -148.2480
    2827     168.3431    -166.1526
    2828     164.0614    -168.5728
    2829     149.4845    -169.1394
    2830     163.2148    -159.2357
    2831     150.8467    -173.4303
    2832     153.4947    -168.2148
    2833     160.4619    -173.2396
    2834     178.5246    -149.5194
    2835    -175.5175    -130.2840
    2836     160.8810    -177.2521
    2837     152.5488     178.2345
    2838     153.6856    -161.4755
    2839     167.4335    -171.3512
    2840     143.7133    -167.6494
    2841    -173.2041    -161.5188
    2842     165.5155    -160.2500
    2843    -166.1836    -116.4113
    2844     156.9304     173.1377
    2845     148.7324    -163.5670
    2846     166.8520    -164.0586
    2847     162.1871    -155.8648
    2848     154.1548    -178.2656
    2849     163.8423    -162.9018
    2850    -179.5423    -160.6850
    2851     168.9971    -162.2823
    2852     154.1275    -175.7012
    2853     169.5941    -161.6666
    2854     163.8654    -128.2822
    2855    -174.6173    -112.4764
    2856     165.3999    -154.1514
    2857     163.1391     179.7588
    2858     158.7773    -171.4065
    2859     167.8776    -162.3863
    2860     154.3479    -167.2982
    2861     151.8392    -166.9939
    2862     170.8515    -155.1217
    2863     169.2769    -164.0787
    2864     159.2057    -158.7842
    2865     162.0185     179.5593
    2866     159.2164    -175.2058
    2867     162.2120    -159.6059
    2868     155.9176    -176.8977
    2869     167.7243    -166.5805
    2870     159.7682    -179.8357
    2871     154.9148    -162.7091
    2872     159.4578     177.8662
    2873     167.4797    -165.3490
    2874     178.3980    -167.7391
    2875     148.8518    -148.3667
    2876     146.0437    -170.1051
    2877     134.6673    -171.7639
    2878     160.2814    -156.9322
    2879     149.0920    -167.7088
    2880     178.4574    -157.3777
    2881     171.8002    -142.5188
    2882     152.0867    -163.8699
    2883     153.8179    -176.8736
    2884     161.5108    -169.7951
    2885     170.0335    -166.7441
    2886     162.9580    -156.1930
    2887     166.0954    -168.7712
    2888     159.2286    -168.9556
    2889     165.1604    -165.8817
    2890     161.4226    -158.3091
    2891     161.8731    -161.5295
    2892     152.6109    -148.5782
    2893     150.4674    -175.9717
    2894     162.9074     179.7417
    2895     164.3913    -151.0162
    2896     174.5099    -165.7915
    2897     159.7465    -173.0608
    2898     177.8306    -169.4761
    2899     158.4489    -172.6524
    2900     161.0618    -153.8428
    2901     170.5785    -163.4518
    2902     167.2957    -158.4622
    2903     168.9396    -149.1505
    2904     172.3912    -170.8118
    2905     154.4508    -146.7955
    2906     160.9007    -163.1364
    2907     156.4539    -168.4088
    2908     174.6699    -143.4182
    2909     156.7789    -176.4230
    2910     163.4232    -155.4220
    2911     171.2887    -169.9082
    2912     161.8026    -140.9821
    2913     168.8674    -176.6819
    2914     159.3688    -161.9851
    2915     156.8961    -173.6236
    2916    -169.5178    -161.7504
    2917     146.4517    -176.9555
    2918     159.6704    -150.4757
    2919     157.2228    -161.4424
    2920     158.4415    -173.5673
    2921     178.8906    -172.4561
    2922     178.4464    -176.8933
    2923     165.8382    -172.0802
    2924     152.6385    -168.9310
    2925     166.6652    -161.2621
    2926     160.2901    -146.8521
    2927     174.6793    -176.9934
    2928     164.0087    -142.9422
    2929     165.0712    -163.0178
    2930     150.0361    -140.6517
    2931     149.3200    -152.8764
    2932     168.6009    -174.7519
    2933     157.9494    -166.1870
    2934     148.9582     178.2787
    2935     173.8048    -159.1156
    2936     163.4374    -179.9322
    2937    -173.1022    -150.7488
    2938     153.1880    -162.2523
    2939     163.6139    -149.3628
    2940     149.1786    -167.9659
    2941     157.7645    -153.3214
    2942     171.2489    -176.9944
    2943     162.9754    -150.7727
    2944     170.5755    -167.9848
    2945     164.4340    -177.7334
    2946     163.3165    -160.9108
    2947     162.0140    -174.0385
    2948     164.5189    -148.0671
    2949     156.2307     165.1702
    2950     164.4810    -156.3680
    2951     168.1334    -166.4809
    2952     153.7097    -153.8616
    2953     170.8343    -172.0410
    2954     168.8414    -163.0866
    2955     162.4544    -170.2038
    2956    -172.5416    -153.2772
    2957     153.3279    -162.3853
    2958     175.9006    -173.7740
    2959     143.5915    -171.8511
    2960     160.1457     175.3433
    2961     164.5140    -164.6968
    2962     154.3920    -147.5449
    2963     157.9516    -172.3400
    2964     174.4348     177.9970
    2965     168.9605    -145.8567
    2966     169.0061    -155.4110
    2967     168.3420    -167.5655
    2968     161.4608    -151.6413
    2969     154.1181    -176.5370
    2970     154.1701    -151.3998
    2971     171.6514    -158.2794
    2972     167.8096    -166.9277
    2973     153.2085    -172.5051
    2974     171.3607     -54.2511
    2975     166.2944    -166.3475
    2976     159.5281    -166.9121
    2977     154.7164    -145.6085
    2978    -177.9613    -172.4225
    2979     177.6675    -152.6433
    2980     159.3584    -149.1269
    2981     155.6559    -152.0405
    2982     156.9443    -168.0431
    2983     149.0800     178.8260
    2984     165.6127    -140.3611
    2985     155.1678    -166.7562
    2986     178.6413    -153.6484
    2987     162.3013    -149.9739
    2988     163.7003    -164.9837
    2989     143.4984    -177.0617
    2990     172.2534    -160.9920
    2991     168.9851    -152.2474
    2992     162.3021    -157.9399
    2993     150.9527    -156.4219
    2994     175.4598    -172.7875
    2995     171.5784    -162.4455
    2996     167.2250    -167.8320
    2997     172.3670    -150.4576
    2998     169.5966    -165.8336
    2999     158.3785    -163.6401
    3000     148.2706     171.7197
    3001     174.7384    -166.8555
    3002     166.3656    -169.9670
    3003     155.1705    -166.2868
    3004     161.6132    -137.2711
    3005     153.5507    -151.1500
    3006     157.5263    -170.5234
    3007     162.5373    -157.7432
    3008     159.2452    -156.6491
    3009     148.6400    -161.1150
    3010     163.1522    -169.8830
    3011    -179.8850    -158.5715
    3012     170.1838    -148.1429
    3013     141.2936     176.2045
    3014     172.1510    -170.9891
    3015     166.1304    -158.0620
    3016     166.8957    -164.7629
    3017     153.6488    -177.7546
    3018     160.6147    -162.3870
    3019     161.6179     177.2372
    3020     174.7856    -162.8624
    3021     168.6769    -151.6345
    3022     174.1905    -150.1297
    3023     160.5898    -138.9899
    3024     146.1333     167.7647
    3025     145.0847    -177.4441
    3026     154.6655    -157.0202
    3027     158.4117    -144.3838
    3028     162.8929    -170.8014
    3029     167.8025    -162.0456
    3030     154.7088    -170.5347
    3031     161.5662    -143.8997
    3032     165.6466    -161.7860
    3033     160.4571    -167.3260
    3034     140.3638    -173.5327
    3035     178.1059    -178.3771
    3036     151.1723    -177.0455
    3037     164.6876    -166.3702
    3038     168.6966    -162.8430
    3039     178.3812    -144.0151
    3040     167.5706    -175.4209
    3041     157.2368    -163.3432
    3042     160.6663    -144.5505
    3043     161.8356    -136.9089
    3044     158.0904     177.7581
    3045     172.0538    -151.3239
    3046     149.2908     175.4139
    3047     160.4515    -164.8416
    3048     162.8148    -158.9416
    3049     157.0447    -172.2333
    3050     163.5472     177.9044
    3051     164.6552    -147.8126
    3052     164.1538    -169.6860
    3053     159.7914    -161.1341
    3054     155.0848    -168.0388
    3055     144.9953    -159.7289
    3056     152.6659    -160.9306
    3057     156.5381    -175.9670
    3058     154.2267    -161.6579
    3059     152.3232    -150.2164
    3060     143.6135     175.7471
    3061     160.9712    -159.9995
    3062     148.3472     175.3082
    3063     172.7648    -158.7769
    3064     170.3963    -158.1042
    3065     158.0550    -163.1641
    3066     174.3455     176.0527
    3067     164.7863    -147.9273
    3068     160.1959    -162.7053
    3069     177.3986    -144.9474
    3070     155.3286    -174.0749
    3071     173.1537    -156.4518
    3072     159.7439    -171.2622
    3073     161.9831    -152.6348
    3074     158.7371    -166.3860
    3075    -172.5170    -145.1128
    3076    -179.3601    -152.0021
    3077     149.0519     171.2231
    3078     173.7762    -166.5716
    3079     139.9807     179.9187
    3080     161.0733    -157.9555
    3081     165.5400    -140.8293
    3082     157.3296    -143.4204
    3083     144.1263    -140.3996
    3084     147.1038    -175.0472
    3085     165.0993    -174.7559
    3086     161.3273    -167.4430
    3087     152.9452    -172.9039
    3088     164.7961    -174.3780
    3089     160.5634    -138.1647
    3090     148.9646    -160.4147
    3091     155.1460    -169.5678
    3092     152.3766    -155.8666
    3093     163.5204    -154.1142
    3094     171.0782    -170.8923
    3095     153.1762     179.6671
    3096     176.7616    -148.2067
    3097     156.9268    -179.5234
    3098     167.2413    -141.0408
    3099     174.2257    -170.5316
    3100     166.2914    -153.3914
    3101    -176.0124    -155.8887
    3102     165.7916    -179.8019
    3103     177.4163    -153.0400
    3104     166.7677    -154.8010
    3105     159.6164    -176.5279
    3106     166.8328    -160.8187
    3107     161.7506    -179.2427
    3108     160.5641    -155.6514
    3109     169.9389    -146.3407
    3110     170.5061    -158.1649
    3111     172.2393    -155.6158
    3112     156.7162    -150.5465
    3113     162.0353    -137.1185
    3114     152.4468    -149.6488
    3115     160.5122    -159.3242
    3116     167.4572     -75.3982
    3117     167.3005    -159.5334
    3118     157.0109     172.2083
    3119     164.7089    -166.5312
    3120     169.0301    -132.1274
    3121     151.5268    -150.9879
    3122     166.8382    -168.8236
    3123     157.2443    -157.9552
    3124     152.4062    -159.8506
    3125    -170.3825     -74.0744
    3126     152.6746    -164.6272
    3127     173.2635    -154.4641
    3128     159.7900    -176.5852
    3129     165.3234     178.2437
    3130     170.3185    -148.4118
    3131     163.0044    -175.0258
    3132     168.0366    -172.2066
    3133     157.0731     177.8333
    3134     153.9602    -175.5030
    3135     162.2701    -150.8502
    3136     160.0148    -169.3815
    3137     176.5731    -133.1368
    3138     155.4406    -147.0980
    3139    -179.8593    -156.7510
    3140     168.5138    -168.4827
    3141     158.4000    -178.5215
    3142     165.3602    -171.0796
    3143    -178.0118    -161.2177
    3144     153.5181    -159.3729
    3145     171.3153    -157.9210
    3146     165.4861    -161.8321
    3147     155.9959    -148.5437
    3148     158.0250    -165.5111
    3149     154.3541    -164.6027
    3150     176.3110    -160.7372
    3151     163.9964     175.7971
    3152     152.3777    -179.6045
    3153     163.7512    -159.5829
    3154     149.4754    -175.5276
    3155     173.3963    -130.0918
    3156     158.6469     160.5352
    3157     169.4687     175.6970
    3158     165.9028    -164.6555
    3159     179.8772    -163.3289
    3160     160.5485    -140.9824
    3161     166.9966    -159.5716
    3162     174.8284    -162.2191
    3163     174.4734    -157.5178
    3164     166.8917    -178.3966
    3165     158.1524    -176.5086
    3166     155.6911    -173.9373
    3167     154.8907    -159.7918
    3168     166.8856    -169.8688
    3169     153.2252    -175.5911
    3170     163.8088    -162.2126
    3171     162.4005    -145.3369
    3172     153.1493    -169.2768
    3173     154.6177    -177.1866
    3174     153.4148    -164.9819
    3175     159.0010    -155.3466
    3176     160.3558    -173.6932
    3177     169.5782    -155.8651
    3178     160.3881    -163.5069
    3179     154.5547    -163.2818
    3180     166.0513    -179.2104
    3181     156.6574    -146.2658
    3182     164.4066     165.7524
    3183     158.0041     178.3374
    3184     167.6679    -149.6442
    3185     166.9179    -145.9126
    3186     157.6927    -165.0921
    3187     167.3065    -168.8316
    3188     170.3131    -143.3909
    3189     155.3186    -169.1540
    3190     142.4585    -165.8107
    3191     159.5725    -177.5296
    3192     161.3818    -169.4283
    3193     155.0077    -175.1211
    3194     166.9875    -171.9817
    3195     173.6364    -162.1951
    3196     152.3035    -163.4379
    3197     167.4756     177.5477
    3198     153.5046    -161.8686
    3199     174.2089    -163.8928
    3200     161.4630    -147.5255
    3201     167.5730    -149.1939
    3202     158.1323    -163.6041
    3203    -179.6311    -155.5529
    3204     164.7549    -153.0318
    3205     178.3125    -160.7523
    3206     152.0024    -154.7389
    3207     142.4349    -165.7356
    3208     157.0443    -169.8243
    3209     169.9449     176.0698
    3210     163.4474    -159.4577
    3211     161.6592    -167.0532
    3212     168.2466    -156.1126
    3213     162.7049     179.0920
    3214     162.7880    -164.9693
    3215    -152.0616     -60.9375
    3216     164.2258    -176.4474
    3217     164.7339    -151.6599
    3218     163.5292    -159.9288
    3219     166.1194    -166.2934
    3220     171.1689    -174.7756
    3221     167.4780    -148.9423
    3222     152.6175    -168.7911
    3223     178.9086    -172.1484
    3224     155.2258    -171.7537
    3225     155.0815    -173.1683
    3226     152.8799    -175.3957
    3227     169.1804    -163.1058
    3228     158.3935    -154.1492
    3229     173.6403    -166.6233
    3230     149.9405    -163.0355
    3231     165.4948    -160.2715
    3232     161.0223    -177.0024
    3233     155.6665    -149.8516
    3234     162.1298    -160.2481
    3235     156.7737    -150.8497
    3236     167.2951    -163.2297
    3237     172.9201    -160.6277
    3238     158.6053    -171.3412
    3239     167.4457    -150.9623
    3240     162.1204    -172.4045
    3241     158.4166    -166.6103
    3242     172.1352    -166.3692
    3243     153.1147    -149.5334
    3244     172.0840    -168.1427
    3245     163.8426    -146.5191
    3246     166.1436    -166.2843
    3247     147.6918    -176.7461
    3248     165.4287    -156.1321
    3249     147.0670     167.4717
    3250     169.1524    -151.7829
    3251     154.4201    -164.7195
    3252     167.5887    -157.7241
    3253     173.3344    -147.3852
    3254     170.8221    -168.2155
    3255     165.0253    -162.6226
    3256     165.5384    -145.7387
    3257     142.2426    -158.9898
    3258     153.7144    -167.9454
    3259     161.3979    -166.4434
    3260     145.6361    -168.1985
    3261     129.5013     177.0894
    3262     159.5790    -170.5727
    3263     169.3609    -159.8181
    3264     146.3369    -162.5528
    3265     158.8939    -171.9422
    3266     155.3965    -167.2582
    3267     157.1510    -161.5558
    3268     162.7557    -158.1538
    3269     175.0851    -169.1127
    3270     172.7110    -152.4228
    3271     159.4360    -161.2187
    3272     166.0360     172.4158
    3273     171.6186    -174.3539
    3274     150.0858    -151.8627
    3275     162.7782    -165.3999
    3276     159.1901    -163.1878
    3277     168.1353    -168.0630
    3278     146.4518    -152.0138
    3279     165.5552    -168.3235
    3280     170.0057    -138.4705
    3281     179.2845    -149.7027
    3282     169.0090    -173.7013
    3283     165.3940    -165.9174
    3284     167.6074    -170.7502
    3285     158.0848    -166.9321
    3286     159.1711    -170.0408
    3287     175.2883    -170.9181
    3288     160.8779    -158.4262
    3289     159.1108    -155.4774
    3290     166.5315    -158.9941
    3291     162.4345    -160.2500
    3292     175.5774    -167.3894
    3293     168.3410    -158.0138
    3294     171.3242    -152.3287
    3295     156.5059     164.7345
    3296     170.5109    -152.8565
    3297     167.6432    -160.4610
    3298     147.7601    -173.9896
    3299     169.2644    -158.3595
    3300     161.5448    -169.1846
    3301     159.7515    -166.8914
    3302     165.1450    -168.4587
    3303     155.6364    -165.9935
    3304     167.0736    -158.4808
    3305     150.2573    -162.9601
    3306    -172.2765    -154.9680
    3307     162.8190    -169.0997
    3308     178.3255    -160.0778
    3309     155.1101    -157.1493
    3310     160.4692    -169.5398
    3311     152.6262    -164.0177
    3312    -178.7751    -144.0652
    3313     171.3018    -127.8238
    3314    -170.5558    -161.7616
    3315     149.7275    -175.4198
    3316     173.9855    -171.2170
    3317     162.5868    -176.3296
    3318     160.2567    -173.7552
    3319     162.8865    -172.3106
    3320     166.8226    -168.6702
    3321     155.7434    -154.7260
    3322     159.1235     148.9169
    3323    -179.8435    -164.8196
    3324     171.7134    -149.8817
    3325     154.6148    -166.7650
    3326     152.0058     172.1392
    3327    -168.2771    -136.9364
    3328     176.5930    -163.8523
    3329     156.7019    -158.1644
    3330     165.4015    -176.7308
    3331     163.9824    -165.0483
    3332     170.0544    -144.9320
    3333     167.9263    -148.9149
    3334     168.5736    -144.6730
    3335    -178.5676    -154.8140
    3336     169.9377    -169.5190
    3337     168.5255    -159.0286
    3338     158.8205    -155.4526
    3339     156.7458     176.4038
    3340     153.9895    -172.8431
    3341     171.7697     174.3276
    3342     160.5632    -161.3938
    3343     173.9761    -169.4797
    3344     170.3509    -152.6287
    3345     162.0840    -164.9311
    3346     150.5648    -165.6746
    3347     155.3312    -172.2240
    3348    -167.4061    -127.3133
    3349     152.6723     176.2756
    3350     150.3914    -173.9664
    3351     161.1672    -168.7224
    3352     157.0091    -157.1257
    3353     146.3368    -172.6304
    3354     169.0551    -141.7318
    3355     148.0637    -158.6865
    3356     161.5724     173.6088
    3357     163.0457    -162.0706
    3358     155.7249    -163.8631
    3359    -171.6630    -143.7875
    3360     175.2960    -177.2594
    3361     146.1980    -156.5942
    3362     156.4768    -156.5704
    3363     153.2226    -172.6904
    3364     172.9849    -142.9214
    3365     174.9778    -168.9281
    3366     163.9297    -161.2863
    3367     159.3874    -150.3557
    3368     169.2802    -173.4880
    3369     165.6554    -154.9180
    3370     149.1149    -162.0367
    3371    -160.8020    -168.7826
    3372     146.5146    -165.4485
    3373     172.0538    -126.9502
    3374     177.2891    -167.9000
    3375     158.5593    -166.7127
    3376     156.3394    -179.2782
    3377     155.9594    -165.2485
    3378    -176.4906    -171.3480
    3379     173.4282    -151.0867
    3380     163.3237     163.5257
    3381     172.7446     178.0782
    3382     158.0340    -164.8134
    3383     170.9334     173.3104
    3384     168.7240    -168.9120
    3385     173.2378    -156.6761
    3386     170.2197    -160.7751
    3387     164.9816    -155.8692
    3388     171.3449    -171.2332
    3389     158.5281    -157.1348
    3390     153.8645    -172.0256
    3391     159.4852     175.6922
    3392     152.6449    -168.4207
    3393     148.5691    -136.3931
    3394     165.3275     175.7644
    3395    -176.6849    -165.0535
    3396     148.1271    -165.4089
    3397     176.6116     179.7351
    3398     167.4120    -160.4648
    3399    -173.1943    -156.0483
    3400     159.5837    -168.8098
    3401     162.1094    -169.6675
    3402     165.1071    -147.8702
    3403     164.4368    -169.5168
    3404     159.7069    -174.1452
    3405     174.8988    -156.8743
    3406     176.5972    -154.7987
    3407     166.2935    -166.8655
    3408     154.9750    -153.3625
    3409     150.9130    -175.6943
    3410     157.2470    -155.7182
    3411     171.2500    -176.6946
    3412     162.9974    -167.0270
    3413     157.1198    -153.2141
    3414     155.9356    -148.2142
    3415     157.8229    -153.3190
    3416     170.9255    -169.6866
    3417     150.9624    -169.2199
    3418     156.9414    -152.6821
    3419     175.3143    -161.8599
    3420     157.2201    -144.6392
    3421    -177.5414    -152.9790
    3422     169.3026    -165.2969
    3423     154.9912    -173.4269
    3424     166.1138    -174.2315
    3425     169.1755    -160.1788
    3426    -178.5725    -172.8131
    3427     150.4304    -174.2654
    3428     165.9595    -171.1889
    3429     168.6947    -161.4014
    3430    -179.6132    -161.5213
    3431    -169.5401    -135.6005
    3432     158.9329    -145.4036
    3433     146.8744    -169.0969
    3434     150.4001    -157.5699
    3435     167.8123    -167.8195
    3436     169.3853    -172.3662
    3437    -173.1422    -144.6877
    3438     161.2250    -158.4052
    3439     172.0431    -152.9046
    3440    -176.2909    -154.9100
    3441     177.1963    -148.5859
    3442     165.5297    -158.2596
    3443     154.1859    -155.0321
    3444     163.6002    -167.6987
    3445     174.5622    -172.6921
    3446     173.8316    -164.2316
    3447     159.7923    -175.5948
    3448     166.9950    -174.2506
    3449     164.5112    -143.5048
    3450     157.3872    -154.4476
    3451     159.8520    -164.7871
    3452     167.7679    -138.4576
    3453     157.3986    -173.2812
    3454     167.7265    -161.6791
    3455     156.0768    -158.5331
    3456     162.9459    -161.3722
    3457     156.5474    -169.9005
    3458     167.5094    -163.2911
    3459     167.3865    -176.4450
    3460     174.4281    -163.2485
    3461     162.0356    -163.0243
    3462     176.2813    -150.5090
    3463     171.3142    -161.0473
    3464     164.6404     172.3656
    3465     151.5433    -174.1866
    3466     164.2161    -164.5541
    3467     160.8288    -170.9422
    3468     174.9394    -167.7910
    3469     164.3691    -153.0653
    3470     171.0051    -157.2251
    3471     162.4094    -173.6309
    3472     173.1682    -173.7018
    3473     143.8949    -151.9352
    3474     149.4130    -157.4716
    3475     175.6603    -160.7348
    3476    -174.9024    -152.3066
    3477     166.7342    -171.0859
    3478     146.8609    -165.1353
    3479     166.9936    -154.0029
    3480     156.8430    -164.6309
    3481     165.3350    -179.9385
    3482     167.6394    -165.3301
    3483     149.3569     169.6553
    3484     161.2530    -150.4149
    3485     170.6047    -157.5495
    3486     155.8235    -163.1259
    3487     158.4343    -168.0071
    3488     143.4355     178.9662
    3489     161.2549    -154.1157
    3490     161.2385    -162.6199
    3491     138.2961    -176.4363
    3492     153.2279    -160.7307
    3493     164.8199     175.3417
    3494     159.8171    -163.1063
    3495     163.7284    -161.4203
    3496     144.0604    -175.4553
    3497     171.7335    -162.6433
    3498     165.0764    -173.4317
    3499     174.5938    -155.4238
    3500     160.1008    -172.1791
    3501     153.7156     172.0167
    3502    -174.0930    -151.0996
    3503     162.5311    -158.8901
    3504     159.6250    -174.5268
    3505     159.8398    -150.7335
    3506     141.2861    -167.0514
    3507    -179.1659     172.9849
    3508     160.0682    -173.6109
    3509     168.9733    -145.2618
    3510    -177.1379    -166.8242
    3511     148.1102    -166.2904
    3512     149.1984     178.6259
    3513     159.8837    -146.3044
    3514     164.5494    -167.1547
    3515     157.6902    -161.1845
    3516     162.8135    -166.3655
    3517     153.7618    -172.3341
    3518     163.9286     176.7147
    3519     159.8149    -167.7054
    3520     154.4461     167.5952
    3521     148.8249    -148.5000
    3522     151.1512    -165.5306
    3523     148.9363    -173.3338
    3524     157.0806    -151.6811
    3525     164.3647    -161.4558
    3526     167.9215    -133.9139
    3527     160.8245     170.8352
    3528     142.9089    -161.1127
    3529     169.7915    -163.3068
    3530    -178.6708    -174.0679
    3531     174.4643    -170.8855
    3532     171.6494    -135.7855
    3533     163.3404    -176.8001
    3534     172.6269    -166.7191
    3535     158.2699    -171.7068
    3536     155.7733    -159.3114
    3537     154.5301    -161.1442
    3538     174.2530    -150.6297
    3539     156.5085    -153.3948
