,loop-open,asp-open,loop-closed,asp-closed
0.23500000000000001,1.8107028742885556,1.8957267093088022,4.872498697340305,5.565808717604812
0.24,1.6744385981557868,1.7411737767781972,4.628273057357911,5.647326052220456
0.245,1.9369081886712536,1.7413509528771012,4.969383293798693,5.944231518646541
0.25,2.135273041707631,2.168278525092245,5.17907472668278,5.841113964478668
0.255,2.1147774362292875,1.5724995624443106,5.394504948063718,6.404727618636742
0.26,2.0985939875383397,2.0350821671217645,5.195961383105477,5.585420790262284
0.265,2.2004209918653346,1.8488600023356303,5.570121416157919,5.654355740414558
0.27,2.1474890557888653,2.008285281048802,5.2029037490739825,5.527583861409676
0.275,1.7831618919605154,1.8556884687327222,5.065689604747128,5.589984157500984
0.28,1.7623921696014804,1.9922978455696587,4.861586751769013,5.23225573995757
0.28500000000000003,1.9870320007490154,1.7639687158256165,5.321441310310441,5.892809094328443
0.29,1.7309288073155327,1.8559915142320658,4.9198779103325805,5.573192736097315
0.295,2.051028518088163,2.0844989727726917,4.939184034216063,5.276108647076046
0.3,2.1449975621591157,2.1248893794485095,5.286904414569871,5.618329829052421
0.305,2.1799307637127723,1.8836770334391215,5.339916318520616,5.792901507804102
0.31,1.5982303846700314,1.7428925745123733,4.991728844090093,5.710106585472
0.315,1.93039209883241,1.6835536904719042,5.347437170571774,5.827755429308908
0.32,1.655398220264091,1.9358989869246142,4.806703836378021,6.022259483244796
0.325,1.7236471175981163,1.7457907393735348,4.946846441349394,6.120309568771783
0.33,1.6414225215085712,1.7351164380814355,4.948649157723411,5.925859895075861
0.335,1.75613422588372,1.6955726287949682,4.8639388339762855,5.853383313475057
0.34,1.9602454047112094,1.7314426777757226,4.880294468659448,5.815977726303745
0.34500000000000003,1.7938200927845516,1.6223261932145112,5.20103601417942,6.172696557145914
0.35000000000000003,1.8568771023959922,1.7793660010953076,5.088402479391364,5.87695793504491
0.355,1.7570406217488101,1.773973491165443,4.6271486695677435,5.503019853727367
0.36,1.678369845819149,1.678711801461218,4.976345670361625,6.281420938371271
0.365,2.0689228616540425,2.3151546681715685,4.715600226339871,5.686893778370686
0.37,1.9922262724664623,2.0211325222245833,4.908022494011146,5.999124265049154
0.375,1.8216124049677835,1.66455972076173,4.991717626057121,6.159411377425724
0.38,1.7369840332701938,1.9014884454188234,4.5236494824159985,5.3610653159575845
0.385,1.6077198643003567,1.9557203009843456,4.733394853737336,5.649095287862766
0.39,1.5116169955457135,1.87412376035005,4.827227403574874,5.772852691499107
0.395,1.717822424222394,1.971052894844453,4.302137238869575,5.477866545180031
0.4,1.655557508531733,1.987442712227086,4.614537328651503,5.242507031333894
0.405,1.8251966906319776,1.3620755671353473,5.108098752970639,6.111216502691836
0.41000000000000003,1.6736606154021898,1.4583136677253035,4.95300108553518,5.938853697435661
0.41500000000000004,1.5884365768737314,1.0472541098313024,5.021560920825639,6.215292759742263
0.42,1.57049024574543,1.4177077531304192,4.941739755957667,6.144477988917685
0.425,1.5986348419492182,1.1018929263920578,5.105609679814591,6.820109665642288
0.43,1.4729364949948007,1.355343241825201,4.642020607842334,5.878948666162531
0.435,1.4396262823664605,1.4516774321674046,4.637068951858234,6.1394094675767645
0.44,1.507132516293712,1.4192033544943148,4.631125264552047,6.2872720635648625
0.445,1.5717777673228135,1.7880830771965428,4.773464675097323,5.823068644860885
0.45,1.605151417405767,1.583240663364363,5.030639354572842,6.203231125211598
0.455,1.7167004572446531,1.6335402755730821,4.813232917414614,5.833399178406454
0.46,1.5768867294559066,1.7746331232983399,4.625246288105946,5.794446565579603
0.465,1.6851625636212235,1.1406856244540364,5.154618022513208,6.7792182431019645
0.47000000000000003,1.6986894269366406,1.0916882619287167,5.170024247559076,6.722702271500282
0.47500000000000003,1.630414225175405,1.5741023831210426,4.892154285781832,6.228365552397132
0.48,1.7241496002907457,1.2546373533717716,4.820732158813163,6.143545409174351
0.485,1.788514920360811,1.6394332282852728,5.065418117761607,6.060106289468484
0.49,1.7074899853666563,1.6677632064896917,4.782631988739295,5.6529350124204125
0.495,1.5382271556914067,1.5721334519452426,4.804087238485317,5.972315657420208
0.5,1.6418622456210374,1.3144374589753929,5.077467641150034,6.390062737489542
0.505,1.7885934378127797,1.476651698172392,5.112930977884611,6.30866650451611
0.51,1.4872136962405502,1.647892840544042,5.009413107456095,5.927397615122496
0.515,1.7400025581676772,1.5950597530047748,4.629903879817763,5.928245016631716
0.52,1.6183301894890552,2.0853079385807334,4.778332359958393,5.669364119590413
0.525,1.6160135266689841,1.5278064799276447,4.946728708407303,5.899558189047473
0.53,1.9248741583083555,1.7681701496511808,5.149820640145644,6.102604356234719
0.535,1.5177372191371088,1.520460423053402,4.865242858750501,5.833730758426848
0.54,1.581779063275722,1.2699295643588342,5.130767014237825,6.337069898442003
0.545,1.3859854973217256,1.5594945738343673,4.691464593093327,6.056417336521173
0.55,1.6541723462519191,1.8808957645879472,4.470797808634174,5.571997261305923
0.555,1.4365501076497735,1.5395519993038898,5.070524497104279,6.282520741805617
0.56,1.6333994859596306,1.6945177941029443,5.019805044907996,6.160738959410287
0.5650000000000001,1.5642048148957122,1.6633600230959626,4.906166248408277,5.607775701825024
0.5700000000000001,1.9604674655151568,1.894409025056579,5.124181865763056,5.480509449678499
0.5750000000000001,1.8416056457438523,2.257703611719839,5.212459469747364,5.549805232704212
0.58,1.6923161455775273,2.4394878024181477,4.692984123318183,5.369612830181896
0.585,1.6472151164080866,2.245926624329719,4.755904658916569,5.432978215190414
0.59,1.5728066359927604,2.1223323691279483,4.733163077903159,5.4241411102507
0.595,1.8429778707781734,2.5857793162865796,4.875590476218344,4.779788779531903
0.6,1.93029595388722,2.5667499489624155,4.506918823694503,4.840038048726241
0.605,1.7313360967663607,1.7257320447174789,4.563582525206715,5.526096431737339
0.61,1.7451522800211692,1.4919622313386438,4.591601843405681,5.658402830947181
0.615,1.660727205082533,1.5329122503890247,4.66557555320368,6.027523576889068
0.62,1.6704973737102122,1.566233791291919,4.64688777062672,6.129146308339712
0.625,1.7653840495650788,1.4195741196434961,4.75045903615565,6.115097379681522
0.63,1.694626335180637,1.2043892540735173,5.074362630056155,6.538379102052621
0.635,1.706094432297692,1.7587122595808837,5.2264657721519425,7.438052489565353
0.64,1.8387695296359146,1.7993187073813914,5.386788731959485,7.569161622432648
0.645,1.4905062114968888,1.4086056403562086,5.128722973551354,7.4270326608108705
0.65,1.6726579897402205,1.5533486250485873,4.901693662644228,6.994830143288911
0.655,1.6593378838873867,1.596703305659854,4.632061520168803,6.175932147856786
0.66,1.6218750445856507,1.7159514659173463,4.435072826109184,6.118276017914093
0.665,1.6271194488882073,1.637156864954341,4.967768328039267,6.83581243011825
0.67,1.7805793958033116,1.5652149622699831,5.308898913377478,6.475018391897229
0.675,1.9119031934978254,1.8142417192503928,5.217895176269561,6.782663468719129
0.68,1.8940304014520375,1.6189446209689795,4.991972028738943,6.138679711675276
0.685,2.0302413434202133,1.8017058884072186,5.097903372500473,6.744794602291338
0.6900000000000001,1.7897791554595204,1.5713690008098806,4.9366585709276265,6.276470735424452
0.6950000000000001,1.7725310691824863,1.3465983172532483,5.118133188752862,6.206744131480558
0.7000000000000001,1.609426728684991,1.7304475327461089,4.817709491126214,5.6355945953604945
0.705,1.7159786030825916,1.610997359865319,5.035878905957667,5.988046368047861
0.71,1.6904640272951161,1.7266860909296184,4.681006675265642,5.597289028838552
0.715,1.7460828151332473,1.5814553408919063,4.7091434289962715,5.695718315682049
0.72,2.0371918668742452,1.6278944810194513,4.993747623510921,6.325103217634406
0.725,1.712090484697706,1.5616723819201137,4.576736329819024,6.419971701312641
0.73,1.6055946090864752,1.4049580551119452,4.633526987667267,6.574648422452532
0.735,2.1129667072952163,2.1841388680309386,5.0561977300795995,6.0692275224327075
0.74,1.9588425462932055,1.3816951678724096,4.986249125783893,6.272209340942957
0.745,1.855369510077937,1.5605276869065083,5.027090239636982,6.158962236798918
0.75,1.925160922277737,1.6708984623271799,5.21587247574364,5.878694590662384
0.755,1.9612151531406081,1.4397675954790121,5.060093472011532,6.19134985879497
0.76,1.604503344558569,1.6238426701320698,4.627666966527976,5.9920240859821625
0.765,1.6035714906182699,1.3461235724937526,4.822846928441977,6.2635448852384314
0.77,1.892377302134711,1.6267003181288606,5.072710808177205,6.409455319485105
0.775,1.8020347737889986,1.9885078906209086,4.505943079360995,5.302478385045067
0.78,1.9253457309011648,1.4847284821130944,4.724658195929993,6.268865203901767
0.785,1.6152145088144283,1.463714015984552,4.7997252029467985,6.172488316972044
0.79,1.5658926510606792,1.4231984759691503,4.819925381074528,5.957003472933611
0.795,1.4133076574979577,1.3551930826774659,4.852852116910159,6.030039297725321
0.8,1.4508599993413103,1.5849718906802102,4.774018028234776,5.976673462864755
0.805,1.6792319732162795,1.6093804328687373,4.838032692451442,5.675003391900247
0.81,1.852968604883273,1.7688541984620068,4.974590276348533,5.689189840490646
0.8150000000000001,1.5569909524386414,1.658821101951939,4.55316508223155,5.809034789958702
0.8200000000000001,1.5766242469575211,1.6247381023300485,4.605635176140055,5.94555172643978
0.8250000000000001,1.6200476435596893,1.6611528571173904,4.5929319939746165,5.925063826161813
0.8300000000000001,1.6702244480532977,1.6219665454350254,4.836198293437536,6.040232941380977
0.835,1.7925378785233381,1.567165017755317,5.059991548402377,6.297524611204455
0.84,1.621950872795357,1.4500020386861572,4.777863263030316,5.9504458858808515
0.845,1.7090654780638348,1.4981983407596184,4.964246694637504,6.262871848063465
0.85,1.5389853981956365,1.3823861685937888,4.69837349271235,5.773657939341802
0.855,1.8394993847267598,1.728586491338101,4.9424770017876,5.815782816850822
0.86,1.8886201970508496,1.7679791962937417,4.81529642912401,5.892489201108532
0.865,1.929485491557822,1.8869598588265317,4.752487417587599,5.867293248386618
0.87,1.9112249877933924,1.8939775931755323,4.873165717328653,5.982121388527962
0.875,1.7428083697155565,1.734592498803616,5.044734418754381,6.169488836385903
0.88,1.8407378944338357,1.71131413168897,5.1050891117514166,5.559857329491749
0.885,1.5534674036288618,1.9571883353925728,4.857276521556462,5.2083859582136265
0.89,1.8398094060385228,2.2989820006997936,4.56767886266385,4.784774122498687
0.895,1.8368957285735965,1.6777693141695722,5.00460844525727,5.417336890030375
0.9,1.7736906518000088,2.440709271584923,4.638920428580922,4.587695028316016
0.905,1.763661279162298,1.8244358490347004,4.733185937233164,5.150234237639723
0.91,1.6267312050175946,1.9941318133425627,4.705568723254598,4.978135185329713
0.915,1.6643907006615888,1.8717781126482658,4.715100133941698,5.198002150893732
0.92,1.860943569392144,2.039460335787755,4.7354180093176845,5.013891205849124
0.925,1.8995455420690985,1.9545395196888615,4.807200565521953,5.434226293940674
0.93,1.4190109460277904,1.881330262513332,4.654393306987298,5.528203049589972
0.935,1.7430078788128185,1.6861850449712972,4.723930511376436,6.072870726536225
0.9400000000000001,1.6005854890346303,1.4882364050231687,4.6032985172711856,6.135487580191214
0.9450000000000001,1.953844809210435,1.9915474342170727,4.596513756434589,5.613240180467607
0.9500000000000001,1.7300873624491693,2.0024439308352835,4.491656771751835,5.575653608156378
0.9550000000000001,1.3589802173373735,1.7498384290101618,4.584944202329716,5.6284805696733695
0.96,1.6325083695670461,1.4920299165877555,4.821729220668427,6.449423190092454
0.965,1.4379094733310283,1.5384591466072484,4.699256734035831,6.061580196236813
0.97,1.5325882776838078,1.3809021292374692,5.037285550926288,6.415825429797166
0.975,1.6429813274186926,1.606218015422718,4.905640694464819,5.835920544864406
0.98,2.087379313880301,1.8281508245284135,4.845539441167347,5.6958544334016405
0.985,1.843869216846686,1.902308703842176,4.7666585041941305,5.867637831237716
0.99,1.8910362479108414,1.4514725655901168,5.0937874656439694,6.066503869061925
0.995,1.7110861519925495,1.5262142284405538,5.092640594943173,5.974964334100313
1.0,1.589523903671778,1.8405976985395343,4.440537204729215,5.390182269845702
1.0050000000000001,1.8170309224406607,1.8933394495470608,4.4223025245762475,5.357134235758419
1.01,1.8934267521680195,1.7154890037312793,4.6372345920704845,5.6064384799077835
1.0150000000000001,1.6719895483989637,1.8260722540083765,4.45391608156082,5.5279267541973764
1.02,1.4382164224016099,1.6777288799838328,4.8005013403834065,5.72685802762378
1.025,1.4145893610192917,1.814212398082866,4.708006456298218,5.158353844457191
1.03,1.7255371610784975,2.1932007578129147,4.337590832426923,4.759562194136474
1.035,1.9265213865350308,2.307835039643619,4.674700241584391,4.759599296972668
1.04,1.8494866833012036,1.5344625673453287,5.097669606191264,5.707816374357384
1.045,1.8137035071962642,1.5058270988766356,4.82877788195647,5.708584249170468
1.05,1.8430709432823646,2.0604420315780523,4.808405905857306,5.23796433934831
1.055,1.7976061849494978,1.903800221955972,4.825284451432991,5.482879996924176
1.06,1.6410903147346836,1.4116701601863748,4.9562773607749335,5.843952309069355
1.065,1.9539069742418798,1.868111575967414,4.820246294626637,5.470295343480587
1.07,1.5952038100325567,1.6500258044051546,4.559543806346755,5.66091961452096
1.075,1.8074925943299762,2.0847570147374026,4.6919286781370895,4.960566085941839
1.08,1.867670853190844,1.858258153994497,4.97810831444015,5.2824885861065445
1.085,2.135975346770455,2.278326817753209,4.566256420343505,4.950355421112927
1.09,2.219114769326838,2.0942090551583705,4.532226783756814,5.413821709672527
1.095,2.0044703174500547,2.2432096898031157,4.726228555729567,4.935686534692857
1.1,1.9177008646483524,1.6763880178378097,4.793605026705913,5.665843530919354
1.105,2.035143948070169,2.133738160509257,4.607978370589745,5.034546723609244
1.11,1.9543908776259697,1.8374840712355798,4.616543638529756,5.185015349142269
1.115,2.191136125736853,2.0621670227007276,4.571435168510653,5.076898776974246
1.12,2.1778341834408117,2.628102762530824,4.188480200742786,4.6149797467048055
1.125,2.198683927827027,2.32868069762167,4.5322021621777395,5.121364484477004
1.1300000000000001,2.219195478470551,1.9118145037434486,4.717006912907977,5.515982616866106
1.135,2.1180643928833534,2.235672410028328,4.833196768353208,5.083655166182374
1.1400000000000001,2.3182970431261296,2.0217602370880385,5.02905596783078,5.713569895495006
1.145,2.4527967058310147,1.819607620163812,5.355335217946387,6.00635149487381
1.1500000000000001,2.336720837186143,1.962669840227574,4.854102714493058,5.5076348176778245
1.155,2.139826111456904,2.0996058851070973,4.703851517759188,5.179137747323779
1.16,2.364410216003912,1.99160133574129,5.149431929028306,5.583927878243927
1.165,2.2464953910222483,2.16043048201901,4.6076903562007185,5.222662717465097
1.17,2.3199955180489025,1.7103075878686371,4.664437253103977,5.533795164873359
1.175,2.2257332478203202,1.7286727340377677,4.8735855645809485,5.442333830385944
1.18,2.394888585648866,2.3358825446297753,4.565834876941184,4.996684551957786
1.185,1.8771518699225442,1.824268223256388,4.547248544137279,5.19921359328723
1.19,2.1039327540314425,1.7044650976800295,4.8993005619405166,5.812533364502714
1.195,2.142792994875245,1.900788075739437,5.011681604614772,5.89089253923511
1.2,2.2865459024975854,1.9563009390722579,4.8413815327262935,5.93983336701481
1.205,2.5447169293224055,2.2023166811808834,4.92301663438089,6.099994946393612
1.21,2.4561940149981645,2.2537997870670483,4.6231898236419955,5.64412190367843
1.215,2.446074044528008,2.416062666914598,4.884024834224262,5.579267054091145
1.22,2.272255139369979,1.9245599473900727,4.732364508672295,5.865371115556261
1.225,2.2415973468034207,1.8394703275790893,4.57409867415376,5.648653773353149
1.23,2.2947141021861075,2.548176014184624,4.773047866963278,5.650225090903286
1.235,2.3970235356321026,2.2385054693770936,4.851755609849505,5.568747822834232
1.24,2.311596701501328,2.0688162596744233,4.897066630825649,6.064877054646447
1.245,2.2426132973607698,2.0583235233598467,5.096515335031963,5.610106623052751
1.25,1.8670051555413192,1.5306954602008116,4.939762434690999,5.966188660399382
1.2550000000000001,2.124437391068118,1.6934563817816024,5.222372256741907,6.301916546817066
1.26,2.0188862397349077,1.9167430685234685,5.052334460850968,5.955982783179692
1.2650000000000001,1.9547950400863776,1.7305778487362846,4.945470238037245,6.013917341373309
1.27,2.3405223995898172,1.761734369221301,4.937066647361993,6.273645328832319
1.2750000000000001,2.0849730800233504,1.5039880229437421,5.374943003826568,6.2369826440297285
1.28,1.9265776392603218,1.7593239802180325,5.034873925564127,6.034127001087651
1.285,2.1406464593549805,1.6206252734824906,5.179987067192792,6.936648197039767
1.29,1.9716924091775865,1.6204304429350882,4.879128671329942,5.9038850236173985
1.295,2.3863031760180333,2.327497958013015,5.516933611685518,6.04874046615453
1.3,2.3352883408954255,1.9968340099085051,5.8051597291847346,6.300839436185384
1.305,1.8171457935947024,1.7743370854806473,5.2647275330562024,6.117781769958861
1.31,1.7997927280116777,1.8409760681365677,5.360064057479323,6.379107549786778
1.315,2.0450439396269733,1.8668270711309711,5.122281524727674,6.195230378814853
1.32,1.7366717393546502,1.6841363543764283,5.201882329569871,6.3762160578866585
1.325,1.6495912680312774,1.5188961427052907,5.2250567927024125,6.73902748024011
1.33,2.152142360245798,1.908690122475339,5.16906834659741,5.951921526540387
1.335,1.8729010744280818,1.6953904628714525,5.2466945187870815,6.152644078024783
1.34,2.2837387537974143,2.1149044604990195,5.399513105721678,6.151185773427989
1.345,2.1248753081347553,2.3141739168099713,4.891960248092342,5.349897242093588
1.35,2.090923229882815,2.115357064113822,5.201473353428643,5.252617733583628
1.355,2.000801640590803,1.8819358673029105,4.815717149728671,6.088773609412509
1.36,1.9369939528629179,1.8540364873598234,4.7577647376115,5.779338240777049
1.365,2.1873506398971925,2.3287383077956036,4.936426950140255,5.850327031425573
1.37,2.500942456321549,2.484241503913152,4.910127596636922,5.766166668663717
1.375,2.2820503960453653,1.8944993013395293,4.893221886213883,6.315135811540557
1.3800000000000001,2.4472362753868655,2.620879122451743,5.012196303668097,5.594412062195044
1.385,2.345539778732953,2.1896764749361313,5.12519107578847,6.52177499066864
1.3900000000000001,2.091396448548178,1.8500538669523061,5.247520085724633,6.1861332103093485
1.395,2.1049506728758285,2.002773335013715,5.012783588254297,6.126047175897167
1.4000000000000001,2.215968129916261,2.1346759834172144,4.911318166036051,5.574779668498399
1.405,2.192116018008315,2.4781174039575684,4.806152328709182,5.756991686353174
1.41,2.0855897260120435,2.060360271370958,5.143996401354125,5.667027889159664
1.415,1.9111545598302073,2.1981632458788525,4.6504328215234905,5.324986878179096
1.42,2.025383400989548,2.2459786779057302,4.722390600206736,5.3327840757013005
1.425,2.169002132977193,2.131883136294232,4.590078127832655,5.4133066864351855
1.43,1.938395106898187,2.057990971968274,4.658978791557575,5.458199217907988
1.435,1.9602893269876551,2.38737651663172,4.579321761105757,5.484098349472634
1.44,2.1675663722391767,2.565775382751131,4.679578923167822,4.958286240059671
1.445,2.118153218536039,2.4963780020507764,4.49257524169022,5.09644959571885
1.45,2.0493414892927557,2.110349511301443,4.689765164523879,5.575101407937041
1.455,1.7461882700282756,2.0281327628599866,4.763304347532407,5.715249732991936
1.46,2.176021612958924,2.386738231754434,4.667776639570926,5.33567698448333
1.465,1.92499434941864,2.136643018279145,4.438272086805164,5.508693935237227
1.47,2.2683695211036334,2.5094516594015017,4.851497692843808,5.554965633177421
1.475,2.248764289792487,2.4237083507805908,5.227518456823277,5.905796654675109
1.48,1.9712936986796605,1.9326403478644045,4.496583210914747,6.294350339157929
1.485,2.123276135014916,2.064432064878966,4.970762518582463,6.028401899965668
1.49,1.9877657220431553,2.1487635763523447,4.75528362409282,5.697597775538753
1.495,2.284063053216596,2.447954362279768,4.6489287556964065,5.990717399645677
1.5,2.290299277254081,2.463748934267644,4.8049736650179256,6.381479381875636
1.5050000000000001,2.155180091143566,2.462620945931163,4.825200096568912,5.81561667208426
1.51,1.9821200295130859,1.7840609174307802,4.981144424765004,6.368784195999508
1.5150000000000001,1.9853059099131387,1.971922818708444,4.781305784357754,6.04591948685381
1.52,2.0844391905666932,2.194882982958481,4.35510440418342,5.483840420551243
1.5250000000000001,1.9985282965540545,2.4693753715143982,4.4220178523645,5.412922404530457
1.53,2.1829577559955835,2.5053099475434264,4.339612407867614,5.1380665359741675
1.5350000000000001,2.1666093173595913,2.1698826432203804,4.685891045430731,5.5464010666848855
1.54,2.217585770088696,2.5879504586167403,4.373414755271879,5.517337790120472
1.545,1.9967429367581089,2.241634119982491,4.50029871212511,5.269988025592172
1.55,2.07915313158289,2.0931310093418882,4.589625204427511,5.916174080742091
1.555,2.395167798861674,2.093379267204259,4.861646688191026,5.7749004671520865
1.56,2.1723907001683544,2.161072750646949,4.671296051308039,5.6280316232904655
1.565,2.14912836578207,2.1455712221837966,4.880043293105933,5.903230103673869
1.57,1.9191641874880436,2.053207564283377,4.840279602920434,6.051098877543084
1.575,2.101143629383341,1.9767027678612763,4.415456764057642,5.483103472800272
1.58,2.0886278285570805,2.097299447399357,4.498567750842505,5.341455739204313
1.585,1.932990147515159,2.0389836663903447,4.530300162419604,5.55978477418781
1.59,2.169393002318637,2.2332999408207486,4.602143455801471,5.52793670489292
1.595,2.0130599517328465,2.243876503800148,4.453032914870046,5.3264004436476435
1.6,1.8597463941248478,2.371571408400614,4.439441612549568,4.895686591351588
1.605,2.100554332406633,2.1793848995263967,4.836580576452926,6.288541305876162
1.61,2.055613898233134,2.7216590212372584,4.695167482507384,5.3391185637417475
1.615,2.236176123532601,2.7273057516310777,4.793258633418843,5.362181253785702
1.62,2.266171464707329,2.743425018933642,4.48858494827927,5.49573344434944
1.625,2.176595580041674,2.1156622856802016,4.444548925252347,5.568066674461644
1.6300000000000001,2.060203616457619,1.849393940451134,4.494929248155542,5.794765389075099
1.635,2.2376491706103647,2.6544656995584015,4.241200613804269,5.145116898878302
1.6400000000000001,2.1912319394155113,2.572637602466354,4.462332431657551,5.201755181796857
1.645,2.2769106985082033,2.169452832880347,4.670805974462649,5.424581918553999
1.6500000000000001,2.2214223916702296,2.505020970173487,4.630246967701756,5.30698020631464
1.655,2.211663604178998,2.563916734935835,4.681778511203735,5.055261278101701
1.6600000000000001,1.8883414117830706,2.133388402789596,4.886910850961869,5.457203908198643
1.665,2.1273521979239987,2.25131970132784,4.267950841090812,5.503567122345987
1.67,2.085203141715492,2.3116404983816894,4.555472116815292,4.892581296989709
1.675,2.1145220764139716,2.2883287569635367,4.505023996175108,5.33268523061646
1.68,2.029441087499627,1.807200919723342,4.733278757500492,5.761505344267369
1.685,2.193756652702542,2.361156258358768,4.742599614069225,6.240131301195354
1.69,2.228355917454895,2.0083017289236142,4.5289753637218535,5.742351030820666
1.695,2.2993067995169465,2.649472713005663,4.338082174148975,5.267756406982845
1.7,2.230571719780321,2.0183647131710765,4.522319047352838,6.225004164025783
1.705,2.265703392908073,2.3419677031762456,4.80425960255673,6.404427439491669
1.71,2.064369322293099,2.0673407973781086,5.168091875383791,7.4227249654800165
1.715,2.001437550824023,1.6684352917971714,5.186564484288827,7.162126678923282
1.72,2.071252527736838,1.6922870065589104,4.877354396284899,6.6362204189456415
1.725,1.800280423057518,1.4162995290733653,4.8190183652612575,6.5910284071436465
1.73,1.7947221253405532,1.4107191967759878,4.747408840084202,7.129056315027567
1.735,2.207331637926545,2.2846034257222088,4.763052858528268,6.401800928361305
1.74,1.9257523741839724,1.8146520877493635,4.6072729538598365,5.7589886046129175
1.745,2.0247312646368996,2.3948921559992,4.2855404433859885,5.129422348142251
1.75,2.5687045732292946,3.010769019889895,4.542510581844923,5.440913317915585
1.7550000000000001,2.29263780621356,2.6027097894968825,4.682090157886502,5.3335313794296075
1.76,2.160752202706041,2.317209227608331,4.62232510406878,5.679353928678454
1.7650000000000001,2.2659364491901717,2.011707008687147,4.932237976625257,5.787977855247833
1.77,2.0844722476891797,1.7046072193946404,4.517294622857641,5.452112406639314
1.7750000000000001,2.3001923086214227,2.2834125567410686,4.41118810462889,5.3919951955365395
1.78,2.3305217017455053,2.459362141354927,4.855808073629901,5.8205400122552335
1.7850000000000001,2.2629667572265064,2.439431113689754,4.787041155576971,5.85731312457008
1.79,1.891257476762406,1.914686737831416,4.603787862247427,5.424555654775848
1.795,2.0220571170951596,1.7874570356166957,5.122882017548459,6.226326166145882
1.8,2.1178420285039503,1.8409705204567457,5.098601508031207,6.0976446676703615
1.805,1.9293586781821983,1.7494093407858342,4.89570276145634,5.837282373988015
1.81,1.981846669890222,1.863287556222513,4.592680418659976,5.881162112743594
1.815,1.9622372450233678,2.0327654903220513,4.868722557642531,5.767306814391351
