#! FIELDS time hinge pbc cnbd @3.bias @3.force2 @3.hinge_cntr @3.hinge_work @3.hinge_kappa @3.pbc_cntr @3.pbc_work @3.pbc_kappa @3.cnbd_cntr @3.cnbd_work @3.cnbd_kappa @3.work
 0.000000 1.054178 0.155256 2.247423 0.000000 0.000000 1.054173 0.000000 0.000000 0.155256 0.000000 0.000000 2.247423 0.000000 0.000000 0.000000
 0.000000 1.054178 0.155256 2.247423 0.000000 0.000000 1.054173 0.000000 0.000000 0.155256 0.000000 0.000000 2.247423 0.000000 0.000000 0.000000
 5.000000 1.050968 0.155482 2.247833 0.018221 127.548534 1.054155 0.554132 3500.000000 0.155253 0.074587 3500.000000 2.247386 0.013707 3500.000000 0.642426
 10.000000 1.055953 0.155563 2.249766 0.017935 125.542400 1.054068 0.549848 3500.000000 0.155240 0.074547 3500.000000 2.247198 0.013593 3500.000000 0.637989
 15.000000 1.041575 0.152557 2.249772 0.295096 2065.669104 1.053980 0.545220 3500.000000 0.155228 0.074444 3500.000000 2.247011 0.014539 3500.000000 0.634202
 20.000000 1.038892 0.153393 2.250611 0.424649 2972.546359 1.053892 0.539575 3500.000000 0.155215 0.074180 3500.000000 2.246824 0.014155 3500.000000 0.627910
 25.000000 1.035826 0.153166 2.244041 0.584649 4092.542174 1.053804 0.535126 3500.000000 0.155202 0.074069 3500.000000 2.246636 0.013344 3500.000000 0.622539
 30.000000 1.014365 0.148689 2.236326 2.963188 20742.316520 1.053716 0.528019 3500.000000 0.155189 0.074019 3500.000000 2.246449 0.011677 3500.000000 0.613715
 35.000000 1.031165 0.158101 2.245434 0.899241 6294.689726 1.053628 0.520559 3500.000000 0.155176 0.074188 3500.000000 2.246262 0.011519 3500.000000 0.606265
 40.000000 1.026159 0.160825 2.251360 1.417008 9919.056388 1.053540 0.513099 3500.000000 0.155163 0.074293 3500.000000 2.246074 0.011745 3500.000000 0.599137
 45.000000 1.027825 0.162858 2.251880 1.316176 9213.229960 1.053453 0.505831 3500.000000 0.155150 0.074615 3500.000000 2.245887 0.011994 3500.000000 0.592440
 50.000000 1.021999 0.165986 2.248758 1.944014 13608.101458 1.053365 0.498332 3500.000000 0.155137 0.075041 3500.000000 2.245700 0.012943 3500.000000 0.586317
